Using device: cpu

==================== AAPL ====================
Day 1: Action: 0, Cash: 10000.00, Volume: 0, Price: 215.09
Day 44: Action: 0, Cash: 9889.45, Volume: 0, Price: 227.51
Day 45: Action: 0, Cash: 9889.45, Volume: 0, Price: 221.32
Day 46: Action: 0, Cash: 9889.45, Volume: 0, Price: 219.41
Day 47: Action: 0, Cash: 9889.45, Volume: 0, Price: 220.93
Day 48: Action: 0, Cash: 9889.45, Volume: 0, Price: 219.38
Day 49: Action: 0, Cash: 9889.45, Volume: 0, Price: 219.47
Day 50: Action: 0, Cash: 9889.45, Volume: 0, Price: 218.67
Day 51: Action: 0, Cash: 9889.45, Volume: 0, Price: 221.21
Day 52: Action: 0, Cash: 9889.45, Volume: 0, Price: 221.32
Day 53: Action: 0, Cash: 9889.45, Volume: 0, Price: 221.05
Day 54: Action: 0, Cash: 9889.45, Volume: 0, Price: 214.91
Day 55: Action: 0, Cash: 9889.45, Volume: 0, Price: 215.38
Day 56: Action: 0, Cash: 9889.45, Volume: 0, Price: 219.25
Day 57: Action: 0, Cash: 9889.45, Volume: 0, Price: 227.38
Day 58: Action: 0, Cash: 9889.45, Volume: 0, Price: 226.71
Day 59: Action: 0, Cash: 9889.45, Volume: 0, Price: 224.99
Day 60: Action: 0, Cash: 9889.45, Volume: 0, Price: 225.89
Day 61: Action: 0, Cash: 9889.45, Volume: 0, Price: 224.89
Day 62: Action: 0, Cash: 9889.45, Volume: 0, Price: 226.04
Day 63: Action: 0, Cash: 9889.45, Volume: 0, Price: 226.30
Day 64: Action: 0, Cash: 9889.45, Volume: 0, Price: 231.48
Day 65: Action: 0, Cash: 9889.45, Volume: 0, Price: 224.73
Day 66: Action: 0, Cash: 9889.45, Volume: 0, Price: 225.30
Day 67: Action: 0, Cash: 9889.45, Volume: 0, Price: 224.20
Day 68: Action: 0, Cash: 9889.45, Volume: 0, Price: 225.32
Day 69: Action: 0, Cash: 9889.45, Volume: 0, Price: 220.24
Day 70: Action: 0, Cash: 9889.45, Volume: 0, Price: 224.30
Day 71: Action: 0, Cash: 9889.45, Volume: 0, Price: 228.04
Day 72: Action: 0, Cash: 9889.45, Volume: 0, Price: 227.55
Day 73: Action: 0, Cash: 9889.45, Volume: 0, Price: 226.07
Day 74: Action: 0, Cash: 9889.45, Volume: 0, Price: 229.79
Day 75: Action: 0, Cash: 9889.45, Volume: 0, Price: 232.32
Day 76: Action: 0, Cash: 9889.45, Volume: 0, Price: 230.27
Day 77: Action: 0, Cash: 9889.45, Volume: 0, Price: 230.63
Day 78: Action: 0, Cash: 9889.45, Volume: 0, Price: 233.47
Day 79: Action: 0, Cash: 9889.45, Volume: 0, Price: 234.94
Day 80: Action: 0, Cash: 9889.45, Volume: 0, Price: 234.32
Day 81: Action: 0, Cash: 9889.45, Volume: 0, Price: 229.25
Day 82: Action: 0, Cash: 9889.45, Volume: 0, Price: 229.07
Day 83: Action: 0, Cash: 9889.45, Volume: 0, Price: 229.90
Day 84: Action: 0, Cash: 9889.45, Volume: 0, Price: 231.88
Day 85: Action: 0, Cash: 9889.45, Volume: 0, Price: 232.15
Day 86: Action: 0, Cash: 9889.45, Volume: 0, Price: 228.60
Day 87: Action: 0, Cash: 9889.45, Volume: 0, Price: 224.44
Day 88: Action: 0, Cash: 9889.45, Volume: 0, Price: 221.46
Day 89: Action: 0, Cash: 9889.45, Volume: 0, Price: 220.56
Day 90: Action: 0, Cash: 9889.45, Volume: 0, Price: 221.99
Day 91: Action: 0, Cash: 9889.45, Volume: 0, Price: 221.27
Day 92: Action: 0, Cash: 9889.45, Volume: 0, Price: 226.00
Day 93: Action: 0, Cash: 9889.45, Volume: 0, Price: 225.73
Day 94: Action: 0, Cash: 9889.45, Volume: 0, Price: 223.01
Day 95: Action: 0, Cash: 9889.45, Volume: 0, Price: 223.01
Day 96: Action: 0, Cash: 9889.45, Volume: 0, Price: 223.90
Day 97: Action: 0, Cash: 9889.45, Volume: 0, Price: 226.98
Day 98: Action: 0, Cash: 9889.45, Volume: 0, Price: 223.78
Day 99: Action: 0, Cash: 9889.45, Volume: 0, Price: 226.78
Day 100: Action: 0, Cash: 9889.45, Volume: 0, Price: 227.04
Day 101: Action: 0, Cash: 9889.45, Volume: 0, Price: 227.76
Day 102: Action: 2, Cash: 9889.45, Volume: 0, Price: 227.28
Day 103: Action: 0, Cash: 9889.45, Volume: 0, Price: 228.62
Day 104: Action: 0, Cash: 9889.45, Volume: 0, Price: 231.60
Day 105: Action: 0, Cash: 9889.45, Volume: 0, Price: 233.78
Day 106: Action: 0, Cash: 9889.45, Volume: 0, Price: 233.65
Day 107: Action: 0, Cash: 9889.45, Volume: 0, Price: 236.04
Day 108: Action: 0, Cash: 9889.45, Volume: 0, Price: 238.29
Day 109: Action: 1, Cash: 9889.45, Volume: 0, Price: 241.33
Day 110: Action: 0, Cash: 7476.14, Volume: 10, Price: 241.69
Day 111: Action: 0, Cash: 7476.14, Volume: 10, Price: 241.72
Day 112: Action: 0, Cash: 7476.14, Volume: 10, Price: 241.52
Day 113: Action: 0, Cash: 7476.14, Volume: 10, Price: 245.41
Day 114: Action: 0, Cash: 7476.14, Volume: 10, Price: 246.42
Day 115: Action: 0, Cash: 7476.14, Volume: 10, Price: 245.15
Day 116: Action: 0, Cash: 7476.14, Volume: 10, Price: 246.61
Day 117: Action: 0, Cash: 7476.14, Volume: 10, Price: 246.78
Day 118: Action: 0, Cash: 7476.14, Volume: 10, Price: 249.68
Day 119: Action: 0, Cash: 7476.14, Volume: 10, Price: 252.10
Day 120: Action: 0, Cash: 7476.14, Volume: 10, Price: 246.70
Day 121: Action: 2, Cash: 7476.14, Volume: 10, Price: 248.43
Day 122: Action: 0, Cash: 9960.47, Volume: 0, Price: 253.11
Day 123: Action: 2, Cash: 9960.47, Volume: 0, Price: 253.88
Day 124: Action: 0, Cash: 9960.47, Volume: 0, Price: 256.80
Day 125: Action: 0, Cash: 9960.47, Volume: 0, Price: 257.61
Day 126: Action: 0, Cash: 9960.47, Volume: 0, Price: 254.20
Day 127: Action: 0, Cash: 9960.47, Volume: 0, Price: 250.83
Day 128: Action: 0, Cash: 9960.47, Volume: 0, Price: 249.06
Day 129: Action: 2, Cash: 9960.47, Volume: 0, Price: 242.53
Day 130: Action: 0, Cash: 9960.47, Volume: 0, Price: 242.04
Day 131: Action: 0, Cash: 9960.47, Volume: 0, Price: 243.67
Day 132: Action: 0, Cash: 9960.47, Volume: 0, Price: 240.89
Day 133: Action: 0, Cash: 9960.47, Volume: 0, Price: 241.38
Day 134: Action: 0, Cash: 9960.47, Volume: 0, Price: 235.56
Day 135: Action: 0, Cash: 9960.47, Volume: 0, Price: 233.13
Day 136: Action: 0, Cash: 9960.47, Volume: 0, Price: 232.01
Day 137: Action: 0, Cash: 9960.47, Volume: 0, Price: 236.58
Day 138: Action: 0, Cash: 9960.47, Volume: 0, Price: 227.02
Day 139: Action: 0, Cash: 9960.47, Volume: 0, Price: 228.73
Day 140: Action: 0, Cash: 9960.47, Volume: 0, Price: 221.43
Day 141: Action: 0, Cash: 9960.47, Volume: 0, Price: 222.61
Day 142: Action: 0, Cash: 9960.47, Volume: 0, Price: 222.44
Day 143: Action: 0, Cash: 9960.47, Volume: 0, Price: 221.57
Day 144: Action: 0, Cash: 9960.47, Volume: 0, Price: 228.61
Day 145: Action: 0, Cash: 9960.47, Volume: 0, Price: 236.97
Day 146: Action: 0, Cash: 9960.47, Volume: 0, Price: 238.06
Day 147: Action: 0, Cash: 9960.47, Volume: 0, Price: 236.30
Day 148: Action: 0, Cash: 9960.47, Volume: 0, Price: 234.72
Day 149: Action: 0, Cash: 9960.47, Volume: 0, Price: 226.77
Day 150: Action: 0, Cash: 9960.47, Volume: 0, Price: 231.54
Day 151: Action: 0, Cash: 9960.47, Volume: 0, Price: 231.21
Day 152: Action: 0, Cash: 9960.47, Volume: 0, Price: 231.95
Day 153: Action: 0, Cash: 9960.47, Volume: 0, Price: 226.39
Day 154: Action: 0, Cash: 9960.47, Volume: 0, Price: 226.66
Day 155: Action: 0, Cash: 9960.47, Volume: 0, Price: 231.61
Day 156: Action: 0, Cash: 9960.47, Volume: 0, Price: 235.84
Day 157: Action: 0, Cash: 9960.47, Volume: 0, Price: 240.48
Day 158: Action: 2, Cash: 9960.47, Volume: 0, Price: 243.54
Day 159: Action: 0, Cash: 9960.47, Volume: 0, Price: 243.41
Day 160: Action: 0, Cash: 9960.47, Volume: 0, Price: 243.81
Day 161: Action: 0, Cash: 9960.47, Volume: 0, Price: 244.76
Day 162: Action: 0, Cash: 9960.47, Volume: 0, Price: 244.48
Day 163: Action: 0, Cash: 9960.47, Volume: 0, Price: 246.03
Day 164: Action: 0, Cash: 9960.47, Volume: 0, Price: 245.97
Day 165: Action: 0, Cash: 9960.47, Volume: 0, Price: 239.32
Day 166: Action: 0, Cash: 9960.47, Volume: 0, Price: 236.27
Day 167: Action: 0, Cash: 9960.47, Volume: 0, Price: 240.79
Day 168: Action: 0, Cash: 9960.47, Volume: 0, Price: 237.00
Day 169: Action: 0, Cash: 9960.47, Volume: 0, Price: 234.91
Day 170: Action: 0, Cash: 9960.47, Volume: 0, Price: 234.72
Day 171: Action: 2, Cash: 9960.47, Volume: 0, Price: 234.31
Day 172: Action: 0, Cash: 9960.47, Volume: 0, Price: 238.03
Day 173: Action: 0, Cash: 9960.47, Volume: 0, Price: 226.49
Day 174: Action: 2, Cash: 9960.47, Volume: 0, Price: 219.88
Day 175: Action: 0, Cash: 9960.47, Volume: 0, Price: 216.04
Day 176: Action: 0, Cash: 9960.47, Volume: 0, Price: 208.77
Day 177: Action: 0, Cash: 9960.47, Volume: 0, Price: 212.56
Day 178: Action: 0, Cash: 9960.47, Volume: 0, Price: 213.07
Day 179: Action: 0, Cash: 9960.47, Volume: 0, Price: 211.77
Day 180: Action: 0, Cash: 9960.47, Volume: 0, Price: 214.31
Day 181: Action: 0, Cash: 9960.47, Volume: 0, Price: 213.17
Day 182: Action: 0, Cash: 9960.47, Volume: 0, Price: 217.32
Day 183: Action: 0, Cash: 9960.47, Volume: 0, Price: 219.77
Day 184: Action: 0, Cash: 9960.47, Volume: 0, Price: 222.78
Day 185: Action: 0, Cash: 9960.47, Volume: 0, Price: 220.57
Day 186: Action: 0, Cash: 9960.47, Volume: 0, Price: 222.88
Day 187: Action: 0, Cash: 9960.47, Volume: 0, Price: 216.95
Day 188: Action: 0, Cash: 9960.47, Volume: 0, Price: 221.17
Day 189: Action: 0, Cash: 9960.47, Volume: 0, Price: 222.22
Day 190: Action: 0, Cash: 9960.47, Volume: 0, Price: 222.92
Day 191: Action: 1, Cash: 9960.47, Volume: 0, Price: 202.31
Day 192: Action: 0, Cash: 7937.38, Volume: 10, Price: 187.56
Day 193: Action: 0, Cash: 7937.38, Volume: 10, Price: 180.67
Day 194: Action: 0, Cash: 7937.38, Volume: 10, Price: 171.67
Day 195: Action: 2, Cash: 7937.38, Volume: 10, Price: 197.99
Day 196: Action: 0, Cash: 9917.25, Volume: 0, Price: 189.59
Day 197: Action: 0, Cash: 9917.25, Volume: 0, Price: 197.29
Day 198: Action: 0, Cash: 9917.25, Volume: 0, Price: 201.64
Day 199: Action: 0, Cash: 9917.25, Volume: 0, Price: 201.26
Day 200: Action: 0, Cash: 9917.25, Volume: 0, Price: 193.43
Day 201: Action: 0, Cash: 9917.25, Volume: 0, Price: 196.13
Day 202: Action: 0, Cash: 9917.25, Volume: 0, Price: 192.32
Day 203: Action: 0, Cash: 9917.25, Volume: 0, Price: 198.87
Day 204: Action: 0, Cash: 9917.25, Volume: 0, Price: 203.71
Day 205: Action: 0, Cash: 9917.25, Volume: 0, Price: 207.47
Day 206: Action: 0, Cash: 9917.25, Volume: 0, Price: 208.37
Day 207: Action: 0, Cash: 9917.25, Volume: 0, Price: 209.23
Day 208: Action: 0, Cash: 9917.25, Volume: 0, Price: 210.29
Day 209: Action: 0, Cash: 9917.25, Volume: 0, Price: 211.58
Day 210: Action: 2, Cash: 9917.25, Volume: 0, Price: 212.39
Day 211: Action: 0, Cash: 9917.25, Volume: 0, Price: 204.46
Day 212: Action: 0, Cash: 9917.25, Volume: 0, Price: 198.03
Day 213: Action: 0, Cash: 9917.25, Volume: 0, Price: 197.65
Day 214: Action: 1, Cash: 9917.25, Volume: 0, Price: 195.40
Day 215: Action: 0, Cash: 7963.27, Volume: 10, Price: 196.63
Day 216: Action: 0, Cash: 7963.27, Volume: 10, Price: 197.67
Day 217: Action: 0, Cash: 7963.27, Volume: 10, Price: 210.15
Day 218: Action: 0, Cash: 7963.27, Volume: 10, Price: 212.28
Day 219: Action: 1, Cash: 7963.27, Volume: 10, Price: 211.69
Day 220: Action: 0, Cash: 5846.41, Volume: 20, Price: 210.81
Day 221: Action: 0, Cash: 5846.41, Volume: 20, Price: 210.62
Day 222: Action: 0, Cash: 5846.41, Volume: 20, Price: 208.15
Day 223: Action: 0, Cash: 5846.41, Volume: 20, Price: 206.23
Day 224: Action: 0, Cash: 5846.41, Volume: 20, Price: 201.48
Day 225: Action: 0, Cash: 5846.41, Volume: 20, Price: 200.75
Day 226: Action: 0, Cash: 5846.41, Volume: 20, Price: 194.68
Day 227: Action: 0, Cash: 5846.41, Volume: 20, Price: 199.60
Day 228: Action: 0, Cash: 5846.41, Volume: 20, Price: 199.81
Day 229: Action: 0, Cash: 5846.41, Volume: 20, Price: 199.34
Day 230: Action: 0, Cash: 5846.41, Volume: 20, Price: 200.24
Day 231: Action: 0, Cash: 5846.41, Volume: 20, Price: 201.09
Day 232: Action: 0, Cash: 5846.41, Volume: 20, Price: 202.65
Day 233: Action: 0, Cash: 5846.41, Volume: 20, Price: 202.20
Day 234: Action: 0, Cash: 5846.41, Volume: 20, Price: 200.02
Day 235: Action: 0, Cash: 5846.41, Volume: 20, Price: 203.30
Day 236: Action: 2, Cash: 5846.41, Volume: 20, Price: 200.84
Day 237: Action: 0, Cash: 7854.80, Volume: 10, Price: 202.06
Day 238: Action: 2, Cash: 7854.80, Volume: 10, Price: 198.18
Day 239: Action: 0, Cash: 9836.57, Volume: 0, Price: 198.60
Day 240: Action: 0, Cash: 9836.57, Volume: 0, Price: 195.85
Day 241: Action: 0, Cash: 9836.57, Volume: 0, Price: 197.82
Day 242: Action: 0, Cash: 9836.57, Volume: 0, Price: 195.05
Day 243: Action: 0, Cash: 9836.57, Volume: 0, Price: 195.98
Day 244: Action: 0, Cash: 9836.57, Volume: 0, Price: 200.39
Day 245: Action: 0, Cash: 9836.57, Volume: 0, Price: 200.89
Day 246: Action: 0, Cash: 9836.57, Volume: 0, Price: 199.69
Day 247: Action: 0, Cash: 9836.57, Volume: 0, Price: 200.95
Day 248: Action: 0, Cash: 9836.57, Volume: 0, Price: 200.39
Day 249: Action: 0, Cash: 9836.57, Volume: 0, Price: 200.47
Day 250: Action: 0, Cash: 9836.57, Volume: 0, Price: 204.55
Day 251: Action: 0, Cash: 9836.57, Volume: 0, Price: 207.19
Day 252: Action: 0, Cash: 9836.57, Volume: 0, Price: 211.80
Day 253: Action: 0, Cash: 9836.57, Volume: 0, Price: 212.90
Day 254: Action: 0, Cash: 9836.57, Volume: 0, Price: 209.31
Day 255: Action: 0, Cash: 9836.57, Volume: 0, Price: 209.37
Day 256: Action: 0, Cash: 9836.57, Volume: 0, Price: 210.50
Day 257: Action: 0, Cash: 9836.57, Volume: 0, Price: 211.77
Day 258: Action: 0, Cash: 9836.57, Volume: 0, Price: 210.52
Day 259: Action: 0, Cash: 9836.57, Volume: 0, Price: 207.99
Day 260: Action: 0, Cash: 9836.57, Volume: 0, Price: 208.48
Day 261: Action: 2, Cash: 9836.57, Volume: 0, Price: 209.52
Day 262: Action: 0, Cash: 9836.57, Volume: 0, Price: 209.38
Day 263: Action: 0, Cash: 9836.57, Volume: 0, Price: 210.54
Day 264: Action: 0, Cash: 9836.57, Volume: 0, Price: 211.84
Day 265: Action: 0, Cash: 9836.57, Volume: 0, Price: 213.75
Day 266: Action: 0, Cash: 9836.57, Volume: 0, Price: 213.50
Day 267: Action: 0, Cash: 9836.57, Volume: 0, Price: 213.11
Day 268: Action: 0, Cash: 9836.57, Volume: 0, Price: 213.23
Day 269: Action: 0, Cash: 9836.57, Volume: 0, Price: 213.40
Day 270: Action: 0, Cash: 9836.57, Volume: 0, Price: 210.63
Day 271: Action: 0, Cash: 9836.57, Volume: 0, Price: 208.42
Day 272: Action: 0, Cash: 9836.57, Volume: 0, Price: 206.94
Day 273: Action: 0, Cash: 9836.57, Volume: 0, Price: 201.77
Day 274: Action: 0, Cash: 9836.57, Volume: 0, Price: 202.73
Day 275: Action: 0, Cash: 9836.57, Volume: 0, Price: 202.30
Day 276: Action: 0, Cash: 9836.57, Volume: 0, Price: 212.60
Day 277: Action: 1, Cash: 9836.57, Volume: 0, Price: 219.36
Day 278: Action: 0, Cash: 7642.95, Volume: 10, Price: 228.65
Day 279: Action: 0, Cash: 7642.95, Volume: 10, Price: 226.75
Day 280: Action: 0, Cash: 7642.95, Volume: 10, Price: 229.21
Day 281: Action: 0, Cash: 7642.95, Volume: 10, Price: 232.89
Day 282: Action: 0, Cash: 7642.95, Volume: 10, Price: 232.34
Day 283: Action: 0, Cash: 7642.95, Volume: 10, Price: 231.15
Day 284: Action: 0, Cash: 7642.95, Volume: 10, Price: 230.45
Day 285: Action: 0, Cash: 7642.95, Volume: 10, Price: 230.12
Day 286: Action: 0, Cash: 7642.95, Volume: 10, Price: 225.58
Day 287: Action: 0, Cash: 7642.95, Volume: 10, Price: 224.47
Day 288: Action: 0, Cash: 7642.95, Volume: 10, Price: 227.33
Day 289: Action: 2, Cash: 7642.95, Volume: 10, Price: 226.73
Day 290: Action: 0, Cash: 9910.22, Volume: 0, Price: 228.87
Day 291: Action: 0, Cash: 9910.22, Volume: 0, Price: 230.05
Day 292: Action: 0, Cash: 9910.22, Volume: 0, Price: 232.12
Day 293: Action: 0, Cash: 9910.22, Volume: 0, Price: 231.70
Day 294: Action: 1, Cash: 9910.22, Volume: 0, Price: 229.28
Day 295: Action: 0, Cash: 7617.39, Volume: 10, Price: 238.02
Day 296: Action: 2, Cash: 7617.39, Volume: 10, Price: 239.32
Day 297: Action: 0, Cash: 10010.63, Volume: 0, Price: 239.23
Day 298: Action: 0, Cash: 10010.63, Volume: 0, Price: 237.43
Day 299: Action: 0, Cash: 10010.63, Volume: 0, Price: 233.90
Day 300: Action: 0, Cash: 10010.63, Volume: 0, Price: 226.36
Day 301: Action: 0, Cash: 10010.63, Volume: 0, Price: 229.59
Day 302: Action: 0, Cash: 10010.63, Volume: 0, Price: 233.62
Day 303: Action: 0, Cash: 10010.63, Volume: 0, Price: 236.25
Day 304: Action: 0, Cash: 10010.63, Volume: 0, Price: 237.70
Day 305: Action: 0, Cash: 10010.63, Volume: 0, Price: 238.54
Day 306: Action: 0, Cash: 10010.63, Volume: 0, Price: 237.43
Day 307: Action: 0, Cash: 10010.63, Volume: 0, Price: 245.03
Day 308: Action: 2, Cash: 10010.63, Volume: 0, Price: 255.59
Day 309: Action: 0, Cash: 10010.63, Volume: 0, Price: 253.95
Day 310: Action: 0, Cash: 10010.63, Volume: 0, Price: 251.83
Day 311: Action: 0, Cash: 10010.63, Volume: 0, Price: 256.38
Day 312: Action: 0, Cash: 10010.63, Volume: 0, Price: 254.97
Day 313: Action: 0, Cash: 10010.63, Volume: 0, Price: 253.95
Day 314: Action: 0, Cash: 10010.63, Volume: 0, Price: 254.15
Day 315: Action: 0, Cash: 10010.63, Volume: 0, Price: 254.96
Day 316: Action: 0, Cash: 10010.63, Volume: 0, Price: 256.64
Day 317: Action: 0, Cash: 10010.63, Volume: 0, Price: 257.53
Day 318: Action: 0, Cash: 10010.63, Volume: 0, Price: 256.20
Day 319: Action: 0, Cash: 10010.63, Volume: 0, Price: 255.99
Day 320: Action: 2, Cash: 10010.63, Volume: 0, Price: 257.57
Day 321: Action: 0, Cash: 10010.63, Volume: 0, Price: 253.56
Day 322: Action: 0, Cash: 10010.63, Volume: 0, Price: 244.80
Day 323: Action: 1, Cash: 10010.63, Volume: 0, Price: 247.19
Day 324: Action: 2, Cash: 7538.74, Volume: 10, Price: 247.30
Day 325: Action: 0, Cash: 10011.73, Volume: 0, Price: 248.87
Day 326: Action: 2, Cash: 10011.73, Volume: 0, Price: 246.98
Day 327: Action: 0, Cash: 10011.73, Volume: 0, Price: 251.81
Day 328: Action: 0, Cash: 10011.73, Volume: 0, Price: 261.74
Day 329: Action: 0, Cash: 10011.73, Volume: 0, Price: 262.27
Day 330: Action: 0, Cash: 10011.73, Volume: 0, Price: 257.96
Day 331: Action: 0, Cash: 10011.73, Volume: 0, Price: 259.09
Day 332: Action: 0, Cash: 10011.73, Volume: 0, Price: 262.32
Day 333: Action: 0, Cash: 10011.73, Volume: 0, Price: 268.30
Day 334: Action: 0, Cash: 10011.73, Volume: 0, Price: 268.49
Day 335: Action: 0, Cash: 10011.73, Volume: 0, Price: 269.19
Day 336: Action: 0, Cash: 10011.73, Volume: 0, Price: 270.88
Day 337: Action: 0, Cash: 10011.73, Volume: 0, Price: 269.86
Day 338: Action: 0, Cash: 10011.73, Volume: 0, Price: 268.54
Day 339: Action: 0, Cash: 10011.73, Volume: 0, Price: 269.53
Day 340: Action: 0, Cash: 10011.73, Volume: 0, Price: 269.63
Day 341: Action: 0, Cash: 10011.73, Volume: 0, Price: 269.26
Day 342: Action: 0, Cash: 10011.73, Volume: 0, Price: 267.96
Day 343: Action: 1, Cash: 10011.73, Volume: 0, Price: 269.18
Day 344: Action: 0, Cash: 7319.95, Volume: 10, Price: 274.99
Day 345: Action: 0, Cash: 7319.95, Volume: 10, Price: 273.21
Day 346: Action: 0, Cash: 7319.95, Volume: 10, Price: 272.69
Day 347: Action: 0, Cash: 7319.95, Volume: 10, Price: 272.16
Day 348: Action: 0, Cash: 7319.95, Volume: 10, Price: 267.21
Day 349: Action: 0, Cash: 7319.95, Volume: 10, Price: 267.19
Day 350: Action: 0, Cash: 7319.95, Volume: 10, Price: 268.31
Day 351: Action: 0, Cash: 7319.95, Volume: 10, Price: 266.00
Day 352: Action: 0, Cash: 7319.95, Volume: 10, Price: 271.24
Day 353: Action: 2, Cash: 7319.95, Volume: 10, Price: 275.66
Day 354: Action: 0, Cash: 10076.57, Volume: 0, Price: 276.71
Day 355: Action: 0, Cash: 10076.57, Volume: 0, Price: 277.29
Day 356: Action: 0, Cash: 10076.57, Volume: 0, Price: 278.59
Day 357: Action: 0, Cash: 10076.57, Volume: 0, Price: 282.84
Day 358: Action: 0, Cash: 10076.57, Volume: 0, Price: 285.92
Day 359: Action: 0, Cash: 10076.57, Volume: 0, Price: 283.88
Day 360: Action: 0, Cash: 10076.57, Volume: 0, Price: 280.44
Day 361: Action: 0, Cash: 10076.57, Volume: 0, Price: 278.52
Day 362: Action: 0, Cash: 10076.57, Volume: 0, Price: 277.63
Day 363: Action: 0, Cash: 10076.57, Volume: 0, Price: 276.92
Day 364: Action: 0, Cash: 10076.57, Volume: 0, Price: 278.52
Day 365: Action: 0, Cash: 10076.57, Volume: 0, Price: 277.77
Day 366: Action: 0, Cash: 10076.57, Volume: 0, Price: 278.02
Day 367: Action: 0, Cash: 10076.57, Volume: 0, Price: 273.85
Day 368: Action: 2, Cash: 10076.57, Volume: 0, Price: 274.35
Day 369: Action: 0, Cash: 10076.57, Volume: 0, Price: 271.59
Day 370: Action: 0, Cash: 10076.57, Volume: 0, Price: 271.94
Day 371: Action: 0, Cash: 10076.57, Volume: 0, Price: 273.41
Day 372: Action: 0, Cash: 10076.57, Volume: 0, Price: 270.72
Day 373: Action: 0, Cash: 10076.57, Volume: 0, Price: 272.11
Day 374: Action: 0, Cash: 10076.57, Volume: 0, Price: 273.55
Day 375: Action: 0, Cash: 10076.57, Volume: 0, Price: 273.14
Day 376: Action: 0, Cash: 10076.57, Volume: 0, Price: 273.50
Day 377: Action: 0, Cash: 10076.57, Volume: 0, Price: 272.82
Day 378: Action: 0, Cash: 10076.57, Volume: 0, Price: 271.61
Day 379: Action: 0, Cash: 10076.57, Volume: 0, Price: 270.76
Day 380: Action: 0, Cash: 10076.57, Volume: 0, Price: 267.01
Day 381: Action: 0, Cash: 10076.57, Volume: 0, Price: 262.11
Day 382: Action: 0, Cash: 10076.57, Volume: 0, Price: 260.09
Day 383: Action: 0, Cash: 10076.57, Volume: 0, Price: 258.80
Day 384: Action: 0, Cash: 10076.57, Volume: 0, Price: 259.13
Day 385: Action: 0, Cash: 10076.57, Volume: 0, Price: 260.01
Day 386: Action: 0, Cash: 10076.57, Volume: 0, Price: 260.81
